Artist,Song,Explicit,Explicit_f,Year,Popularity,Popularity_f,Danceability,Energy,Speechiness,Acousticness,Liveness,Valence,Genre
La Roux,In For The Kill,0,FALSE,2009,0.59,59,0.629,0.969,0.0455,0.00184,0.122,0.905,"pop, Dance/Electronic"
Charlene Soraia,Wherever You Will Go,0,FALSE,2011,0.6,60,0.597,0.115,0.0334,0.82,0.111,0.128,pop
Katie Melua,Nine Million Bicycles,0,FALSE,2005,0.6,60,0.534,0.247,0.0322,0.516,0.122,0.344,"pop, easy listening, jazz"
Sisqo,Incomplete,1,TRUE,1999,0.6,60,0.746,0.443,0.0771,0.282,0.14,0.272,"hip hop, pop, R&B"
B Young,Jumanji,0,FALSE,2018,0.6,60,0.791,0.473,0.25,0.279,0.0959,0.603,"hip hop, Dance/Electronic"
Gabrielle,Rise,0,FALSE,2001,0.6,60,0.558,0.481,0.026,0.315,0.09,0.631,"pop, R&B"
Gabrielle,Rise,0,FALSE,2001,0.6,60,0.558,0.481,0.026,0.315,0.09,0.631,"pop, R&B"
Ronan Keating,If Tomorrow Never Comes,0,FALSE,2002,0.6,60,0.555,0.496,0.028,0.333,0.0956,0.27,"pop, rock"
Nelly,Grillz,0,FALSE,2005,0.6,60,0.867,0.504,0.241,0.0358,0.307,0.84,"hip hop, pop, R&B"
Faith Hill,There You'll Be,0,FALSE,2001,0.6,60,0.321,0.511,0.0306,0.513,0.127,0.17,"pop, country"
Tyrese,How You Gonna Act Like That,0,FALSE,2002,0.6,60,0.733,0.521,0.0457,0.107,0.0692,0.525,"hip hop, pop, R&B"
50 Cent,Outta Control - Remix,1,TRUE,2005,0.6,60,0.772,0.599,0.246,0.0277,0.0839,0.557,"hip hop, pop"
Dem Franchize Boyz,"Lean Wit It, Rock Wit It",1,TRUE,2006,0.6,60,0.886,0.62,0.307,0.082,0.1,0.6,"hip hop, pop"
Katy Perry,This Is How We Do,0,FALSE,2013,0.6,60,0.69,0.636,0.0457,0.0203,0.147,0.8,pop
Ludacris,Rollout (My Business),1,TRUE,2001,0.6,60,0.921,0.668,0.235,0.0949,0.592,0.892,"hip hop, pop"
Jennifer Lopez,All I Have (feat. LL Cool J),0,FALSE,2002,0.6,60,0.701,0.669,0.107,0.271,0.158,0.446,"hip hop, pop, R&B"
P!nk,F**kin' Perfect,1,TRUE,2010,0.6,60,0.563,0.671,0.0373,0.0422,0.36,0.45,pop
Alex Clare,Too Close,0,FALSE,2011,0.6,60,0.588,0.694,0.0387,0.00948,0.113,0.271,rock
Usher,Hey Daddy (Daddy's Home),0,FALSE,2010,0.6,60,0.59,0.698,0.0286,0.000176,0.107,0.352,"hip hop, pop, R&B"
S Club 7,Have You Ever,0,FALSE,2001,0.6,60,0.585,0.702,0.0325,0.538,0.216,0.51,pop
Michelle Branch,All You Wanted,0,FALSE,2001,0.6,60,0.499,0.72,0.0286,0.00466,0.122,0.652,"pop, Folk/Acoustic"
Blue,One Love,0,FALSE,2002,0.6,60,0.683,0.722,0.0358,0.0243,0.35,0.854,pop
Jennifer Hudson,Spotlight,0,FALSE,2008,0.6,60,0.707,0.724,0.051,0.0448,0.072,0.659,"pop, R&B, easy listening"
No Doubt,It's My Life,0,FALSE,2003,0.6,60,0.612,0.735,0.0282,0.00202,0.328,0.783,"rock, pop"
No Doubt,It's My Life,0,FALSE,2003,0.6,60,0.612,0.735,0.0282,0.00202,0.328,0.783,"rock, pop"
Craig David,Fill Me In,0,FALSE,2000,0.6,60,0.682,0.744,0.0365,0.376,0.06,0.827,"hip hop, pop, R&B"
Craig David,Fill Me In,0,FALSE,2000,0.6,60,0.682,0.744,0.0365,0.376,0.06,0.827,"hip hop, pop, R&B"
The Game,My Life,1,TRUE,2008,0.6,60,0.673,0.766,0.349,0.0724,0.0563,0.382,"hip hop, pop"
Clean Bandit,Tears (feat. Louisa Johnson),0,FALSE,2016,0.6,60,0.605,0.77,0.0446,0.0431,0.159,0.298,"pop, Dance/Electronic"
Jax Jones,All Day And Night,0,FALSE,2019,0.6,60,0.585,0.782,0.0897,0.269,0.156,0.521,"hip hop, pop, Dance/Electronic"
Flo Rida,I Cry,0,FALSE,2012,0.6,60,0.693,0.822,0.0439,0.00616,0.315,0.763,"hip hop, pop"
Girls Aloud,Jump,0,FALSE,2003,0.6,60,0.658,0.826,0.0346,0.00189,0.0492,0.795,"pop, Dance/Electronic"
Christina Milian,When You Look At Me - Radio Edit,0,FALSE,2001,0.6,60,0.955,0.839,0.127,0.0934,0.099,0.825,"hip hop, pop, R&B"
Chase & Status,Blind Faith,0,FALSE,2011,0.6,60,0.45,0.846,0.0472,0.00523,0.228,0.402,Dance/Electronic
P!nk,Don't Let Me Get Me - Radio Edit,0,FALSE,2001,0.6,60,0.624,0.85,0.0756,0.00234,0.0621,0.615,pop
Keyshia Cole,Last Night,0,FALSE,2007,0.6,60,0.918,0.857,0.0623,0.166,0.0855,0.972,"hip hop, pop, R&B"
Christina Milian,AM To PM,0,FALSE,2001,0.6,60,0.872,0.868,0.12,0.153,0.843,0.822,"hip hop, pop, R&B"
*NSYNC,It's Gonna Be Me,0,FALSE,2000,0.6,60,0.644,0.874,0.0801,0.0459,0.0584,0.882,pop
Marilyn Manson,Tainted Love,0,FALSE,2003,0.6,60,0.622,0.876,0.0728,0.00107,0.292,0.537,"rock, metal"
Dizzee Rascal,Holiday,0,FALSE,2011,0.6,60,0.545,0.918,0.0448,0.0571,0.0415,0.855,"hip hop, pop, Dance/Electronic"
Papa Roach,Scars,0,FALSE,2004,0.6,60,0.455,0.929,0.0494,0.0875,0.226,0.484,"rock, metal"
Gwen Stefani,What You Waiting For?,0,FALSE,2004,0.6,60,0.676,0.948,0.0628,0.0509,0.384,0.731,"pop, R&B"
Ricky Martin,She Bangs - English Version,0,FALSE,2000,0.6,60,0.63,0.95,0.0806,0.000915,0.373,0.858,"pop, latin"
Elvis Presley,A Little Less Conversation - JXL Radio Edit Remix,0,FALSE,2002,0.6,60,0.597,0.97,0.0502,0.000385,0.133,0.717,"rock, easy listening"
Tyga,Rack City,1,TRUE,2012,0.61,61,0.929,0.339,0.371,0.0373,0.187,0.273,"hip hop, pop"
Nelly,Air Force Ones,1,TRUE,2002,0.61,61,0.784,0.459,0.317,0.0847,0.079,0.618,"hip hop, pop, R&B"
Sandi Thom,I Wish I Was a Punk Rocker (with Flowers in My Hair),0,FALSE,2006,0.61,61,0.7,0.465,0.358,0.544,0.606,0.719,"World/Traditional, pop"
Christina Aguilera,I Turn to You,0,FALSE,1999,0.61,61,0.599,0.47,0.0376,0.38,0.111,0.298,pop
Ciara,Oh (feat. Ludacris),0,FALSE,2004,0.61,61,0.8,0.496,0.0506,0.000298,0.0697,0.357,"pop, R&B"
Ashanti,Happy,1,TRUE,2002,0.61,61,0.727,0.515,0.0289,0.241,0.124,0.695,"hip hop, pop, R&B"
Nelly,Over And Over,1,TRUE,2004,0.61,61,0.644,0.517,0.0803,0.0065,0.158,0.464,"hip hop, pop, R&B"
Black Eyed Peas,Imma Be,0,FALSE,2009,0.61,61,0.597,0.517,0.365,0.179,0.307,0.412,"hip hop, pop"
Busta Rhymes,Touch It,1,TRUE,2006,0.61,61,0.658,0.551,0.37,0.0043,0.197,0.442,"hip hop, pop"
Young T & Bugsey,Strike a Pose (feat. Aitch),1,TRUE,2019,0.61,61,0.531,0.581,0.101,0.0107,0.101,0.591,hip hop
Fabolous,Can't Let You Go (feat. Mike Shorey & Lil' Mo),1,TRUE,2003,0.61,61,0.646,0.6,0.458,0.231,0.0794,0.811,"hip hop, pop, R&B"
O.T. Genasis,CoCo,1,TRUE,2014,0.61,61,0.886,0.628,0.131,0.00215,0.31,0.178,"hip hop, pop"
Colby O'Donis,What You Got,0,FALSE,2008,0.61,61,0.775,0.641,0.038,0.0327,0.18,0.305,"hip hop, pop, R&B"
Ja Rule,Mesmerize,1,TRUE,2002,0.61,61,0.769,0.646,0.199,0.0566,0.406,0.433,"hip hop, pop, R&B"
Lumidee,"Never Leave You (Uh Oooh, Uh Oooh)",0,FALSE,2003,0.61,61,0.811,0.657,0.362,0.0391,0.0798,0.777,"pop, R&B"
Christina Aguilera,Can't Hold Us Down (feat. Lil' Kim),0,FALSE,2002,0.61,61,0.859,0.658,0.192,0.0326,0.0651,0.538,pop
Alicia Keys,You Don't Know My Name,0,FALSE,2003,0.61,61,0.264,0.663,0.187,0.59,0.342,0.249,"pop, R&B"
The Supermen Lovers,Starlight - Radio Edit,0,FALSE,2001,0.61,61,0.739,0.679,0.0373,0.000424,0.389,0.786,Dance/Electronic
The Saturdays,What About Us,0,FALSE,2013,0.61,61,0.704,0.68,0.0581,0.0059,0.213,0.689,"pop, Dance/Electronic"
Melanie C,Never Be The Same Again,0,FALSE,1999,0.61,61,0.689,0.685,0.0478,0.0921,0.119,0.398,"pop, Dance/Electronic"
Ying Yang Twins,Salt Shaker,1,TRUE,2003,0.61,61,0.884,0.697,0.128,0.0509,0.094,0.322,"hip hop, pop"
Wale,Bad (feat. Rihanna) - Remix,1,TRUE,2013,0.61,61,0.807,0.702,0.0748,0.307,0.111,0.447,"hip hop, pop, R&B"
Plies,Shawty (feat. T Pain),1,TRUE,2007,0.61,61,0.444,0.708,0.126,0.0419,0.0775,0.26,"hip hop, pop, R&B"
Shop Boyz,Party Like A Rock Star,1,TRUE,2007,0.61,61,0.619,0.709,0.0395,0.00541,0.507,0.68,"hip hop, pop"
Bone Thugs-N-Harmony,I Tried,1,TRUE,2007,0.61,61,0.727,0.71,0.0742,0.0104,0.107,0.378,"hip hop, pop"
Dua Lipa,New Rules,0,FALSE,2017,0.61,61,0.763,0.72,0.0691,0.00261,0.114,0.592,pop
LeAnn Rimes,I Need You,0,FALSE,2001,0.61,61,0.478,0.736,0.0367,0.02,0.118,0.564,"pop, country"
The Vamps,Middle Of The Night,0,FALSE,2017,0.61,61,0.588,0.749,0.058,0.0037,0.0813,0.397,pop
Gorgon City,Ready For Your Love,0,FALSE,2014,0.61,61,0.677,0.753,0.154,0.0531,0.333,0.471,"pop, Dance/Electronic"
Sean Paul,Like Glue,0,FALSE,2002,0.61,61,0.757,0.78,0.319,0.0811,0.113,0.59,"hip hop, pop"
ScHoolboy Q,Hands on the Wheel (feat. Asap Rocky),1,TRUE,2012,0.61,61,0.646,0.784,0.108,0.0166,0.0721,0.179,"hip hop, pop"
Black Eyed Peas,Don't Lie,0,FALSE,2005,0.61,61,0.662,0.785,0.186,0.16,0.0784,0.604,"hip hop, pop"
Chingy,Holidae In,1,TRUE,2003,0.61,61,0.81,0.791,0.181,0.0893,0.0838,0.948,"hip hop, pop, R&B"
Taylor Swift,Style,0,FALSE,2014,0.61,61,0.588,0.791,0.0402,0.00245,0.118,0.487,pop
Plies,"Bust It Baby, Pt. 2 (feat. Ne-Yo)",1,TRUE,2008,0.61,61,0.648,0.801,0.167,0.154,0.339,0.807,"hip hop, pop, R&B"
Usher,Caught Up,0,FALSE,2004,0.61,61,0.817,0.806,0.0623,0.027,0.119,0.805,"hip hop, pop, R&B"
Kanye West,Diamonds From Sierra Leone - Remix,1,TRUE,2005,0.61,61,0.672,0.814,0.27,0.258,0.164,0.379,hip hop
Chingy,One Call Away,0,FALSE,2003,0.61,61,0.765,0.821,0.183,0.0918,0.217,0.962,"hip hop, pop, R&B"
Lloyd Banks,On Fire,1,TRUE,2004,0.61,61,0.759,0.825,0.22,0.0923,0.24,0.429,"hip hop, pop"
G-Unit,Wanna Get To Know You,1,TRUE,2003,0.61,61,0.513,0.826,0.132,0.106,0.0675,0.889,"hip hop, pop"
Bastille,Of The Night,0,FALSE,2013,0.61,61,0.67,0.829,0.0427,0.0192,0.089,0.349,"pop, rock"
Kesha,Blah Blah Blah (feat. 3OH!3),1,TRUE,2010,0.61,61,0.752,0.836,0.115,0.0843,0.424,0.519,"pop, Dance/Electronic"
Mary J. Blige,No More Drama,0,FALSE,2001,0.61,61,0.653,0.837,0.124,0.534,0.0784,0.64,"pop, R&B"
Gym Class Heroes,Ass Back Home (feat. Neon Hitch),1,TRUE,2011,0.61,61,0.716,0.838,0.0513,0.134,0.148,0.646,"hip hop, pop"
Far East Movement,Rocketeer,0,FALSE,2010,0.61,61,0.664,0.845,0.0461,0.181,0.267,0.357,"hip hop, pop"
Lifehouse,Hanging By A Moment,0,FALSE,2000,0.61,61,0.537,0.858,0.0349,0.000966,0.0812,0.502,"pop, rock, metal"
The Saturdays,Higher,0,FALSE,2010,0.61,61,0.639,0.862,0.0341,0.049,0.264,0.596,"pop, Dance/Electronic"
Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,1,TRUE,2017,0.61,61,0.703,0.868,0.0291,0.15,0.104,0.733,"rock, pop"
Madonna,Sorry,0,FALSE,2005,0.61,61,0.589,0.877,0.046,0.00121,0.169,0.443,pop
Panjabi MC,Mundian to Bach Ke,0,FALSE,2003,0.61,61,0.778,0.879,0.0371,0.399,0.15,0.942,"World/Traditional, hip hop"
Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),0,FALSE,2011,0.61,61,0.843,0.881,0.0581,0.14,0.0765,0.876,"pop, Dance/Electronic"
Calvin Harris,Drinking from the Bottle (feat. Tinie Tempah),0,FALSE,2012,0.61,61,0.665,0.886,0.0514,0.0469,0.0525,0.53,"hip hop, pop, Dance/Electronic"
Britney Spears,Overprotected - Radio Edit,0,FALSE,2001,0.61,61,0.682,0.894,0.0727,0.0381,0.416,0.845,pop
Destiny's Child,Lose My Breath,0,FALSE,2004,0.61,61,0.814,0.899,0.0637,0.00727,0.0979,0.545,"pop, R&B"
Mac Miller,Donald Trump,1,TRUE,2011,0.61,61,0.636,0.901,0.118,0.119,0.391,0.836,hip hop
Switchfoot,Meant to Live,0,FALSE,2003,0.61,61,0.397,0.903,0.0457,0.00575,0.362,0.556,"rock, pop"
Avril Lavigne,Nobody's Home,0,FALSE,2004,0.61,61,0.348,0.907,0.0497,0.000516,0.161,0.177,pop
Taio Cruz,Higher,0,FALSE,2010,0.61,61,0.672,0.907,0.0721,0.0048,0.156,0.746,"hip hop, pop"
Britney Spears,Break the Ice,0,FALSE,2007,0.61,61,0.712,0.911,0.0445,0.689,0.107,0.85,pop
Franz Ferdinand,Do You Want To,0,FALSE,2005,0.61,61,0.412,0.944,0.0448,0.0724,0.801,0.79,rock
Special D.,Come With Me - Radio Edit,0,FALSE,2004,0.61,61,0.739,0.999,0.0803,0.13,0.28,0.501,pop
The-Dream,I Luv Your Girl,1,TRUE,2007,0.62,62,0.723,0.322,0.0341,0.014,0.119,0.0406,"hip hop, pop, R&B"
Ryan Cabrera,TRUE,0,FALSE,2004,0.62,62,0.598,0.4,0.0241,0.459,0.151,0.369,pop
Beyoncé,"Me, Myself and I",0,FALSE,2003,0.62,62,0.75,0.458,0.0803,0.226,0.137,0.536,"pop, R&B"
Leona Lewis,Run,0,FALSE,2007,0.62,62,0.285,0.462,0.0291,0.428,0.122,0.0923,"pop, R&B"
Trey Songz,Na Na,0,FALSE,2015,0.62,62,0.67,0.476,0.0406,0.328,0.104,0.235,"hip hop, pop, R&B"
Trey Songz,Na Na,0,FALSE,2015,0.62,62,0.67,0.476,0.0406,0.328,0.104,0.235,"hip hop, pop, R&B"
PARTYNEXTDOOR,Not Nice,0,FALSE,2016,0.62,62,0.598,0.496,0.0804,0.0253,0.12,0.725,"hip hop, pop, R&B"
Chingy,Pullin' Me Back,1,TRUE,2006,0.62,62,0.786,0.511,0.286,0.0825,0.12,0.587,"hip hop, pop, R&B"
Charlie Puth,Dangerously,0,FALSE,2016,0.62,62,0.696,0.517,0.0366,0.364,0.197,0.23,pop
JAY-Z,Holy Grail,1,TRUE,2013,0.62,62,0.676,0.534,0.0831,0.0594,0.256,0.156,hip hop
Plan B,She Said,0,FALSE,2010,0.62,62,0.72,0.538,0.141,0.301,0.144,0.815,Dance/Electronic
Ludacris,Money Maker,1,TRUE,2006,0.62,62,0.551,0.598,0.27,0.15,0.299,0.612,"hip hop, pop"
Fabolous,Make Me Better,1,TRUE,2007,0.62,62,0.607,0.599,0.0995,0.33,0.199,0.562,"hip hop, pop, R&B"
Bubba Sparxxx,Ms. New Booty,1,TRUE,2005,0.62,62,0.64,0.62,0.416,0.016,0.0831,0.609,"hip hop, pop, country"
The-Dream,Rockin' That Shit,1,TRUE,2009,0.62,62,0.672,0.62,0.0422,0.123,0.362,0.627,"hip hop, pop, R&B"
Ray J,One Wish,0,FALSE,2005,0.62,62,0.525,0.652,0.28,0.278,0.339,0.602,"hip hop, pop, R&B"
Sting,Desert Rose,0,FALSE,1999,0.62,62,0.586,0.659,0.0304,0.011,0.106,0.147,"rock, pop"
Bow Wow,Let Me Hold You (feat. Omarion),0,FALSE,2005,0.62,62,0.815,0.662,0.199,0.0915,0.0898,0.611,"hip hop, pop, R&B"
All Saints,Pure Shores,0,FALSE,2000,0.62,62,0.631,0.664,0.0242,0.0498,0.0696,0.407,pop
Wiz Khalifa,"Work Hard, Play Hard",1,TRUE,2012,0.62,62,0.787,0.666,0.0485,0.0409,0.296,0.485,"hip hop, pop"
Sonique,It Feels So Good,0,FALSE,2000,0.62,62,0.634,0.677,0.0304,0.0117,0.126,0.558,pop
B2K,"Bump, Bump, Bump (feat. P. Diddy)",0,FALSE,2003,0.62,62,0.835,0.68,0.21,0.1,0.049,0.889,"hip hop, pop, R&B"
Chris Brown,Don't Wake Me Up,0,FALSE,2012,0.62,62,0.602,0.691,0.051,0.0548,0.144,0.206,"hip hop, pop, R&B"
Trey Songz,Can't Help but Wait,0,FALSE,2007,0.62,62,0.699,0.699,0.0737,0.358,0.0912,0.611,"hip hop, pop, R&B"
OneRepublic,Counting Stars,0,FALSE,2014,0.62,62,0.663,0.705,0.0385,0.0654,0.117,0.477,pop
Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),0,FALSE,2018,0.62,62,0.541,0.787,0.0331,0.0167,0.157,0.2,pop
Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),0,FALSE,2016,0.62,62,0.689,0.791,0.053,0.023,0.0526,0.755,pop
will.i.am,This Is Love,0,FALSE,2013,0.62,62,0.535,0.796,0.0445,0.00473,0.145,0.282,"hip hop, pop"
Nicole Scherzinger,Don't Hold Your Breath,0,FALSE,2011,0.62,62,0.66,0.797,0.0262,0.00646,0.187,0.674,"pop, Dance/Electronic"
Tinie Tempah,Girls Like (feat. Zara Larsson),1,TRUE,2016,0.62,62,0.916,0.804,0.049,0.37,0.0812,0.538,"hip hop, pop, Dance/Electronic"
Justin Timberlake,Like I Love You,0,FALSE,2002,0.62,62,0.853,0.811,0.0646,0.0439,0.0703,0.9,pop
Asher Roth,I Love College,1,TRUE,2009,0.62,62,0.713,0.826,0.243,0.0897,0.421,0.664,"hip hop, pop"
Sam Smith,Money On My Mind,0,FALSE,2014,0.62,62,0.688,0.841,0.179,0.204,0.229,0.743,pop
Sophie Ellis-Bextor,Murder On The Dancefloor,0,FALSE,2002,0.62,62,0.734,0.848,0.0309,0.00312,0.313,0.863,"pop, Dance/Electronic"
Maroon 5,Makes Me Wonder,1,TRUE,2007,0.62,62,0.803,0.851,0.0357,0.00485,0.0577,0.881,pop
Labrinth,Earthquake (feat. Tinie Tempah),1,TRUE,2012,0.62,62,0.54,0.856,0.1,0.109,0.276,0.258,pop
Natasha Bedingfield,Pocketful of Sunshine,0,FALSE,2008,0.62,62,0.726,0.881,0.0391,0.203,0.108,0.682,pop
Big Shaq,Man's Not Hot,0,FALSE,2017,0.62,62,0.905,0.884,0.236,0.111,0.107,0.588,"pop, Dance/Electronic"
3OH!3,My First Kiss (feat. Ke$ha),0,FALSE,2010,0.62,62,0.682,0.889,0.0804,0.00564,0.36,0.827,"hip hop, pop, rock"
Nickelback,Gotta Be Somebody,0,FALSE,2008,0.62,62,0.536,0.89,0.0601,0.000354,0.133,0.205,"rock, metal"
Luis Fonsi,Échame La Culpa,0,FALSE,2017,0.62,62,0.733,0.892,0.0417,0.0376,0.137,0.675,"pop, latin"
Kylie Minogue,In Your Eyes,0,FALSE,2001,0.62,62,0.689,0.894,0.0672,0.133,0.0681,0.709,"pop, Dance/Electronic"
Lloyd,Get It Shawty,0,FALSE,2007,0.62,62,0.822,0.905,0.241,0.123,0.0496,0.674,"hip hop, pop, R&B"
David Guetta,Gettin' Over You (feat. Fergie & LMFAO),0,FALSE,2010,0.62,62,0.615,0.913,0.0816,0.178,0.0773,0.45,"hip hop, pop, Dance/Electronic"
Sigma,Nobody To Love - Radio Edit,0,FALSE,2014,0.62,62,0.441,0.921,0.0436,0.000526,0.177,0.182,"pop, Dance/Electronic"
Black Eyed Peas,Don't Phunk With My Heart,0,FALSE,2005,0.62,62,0.69,0.928,0.061,0.00937,0.547,0.604,"hip hop, pop"
Geri Halliwell,It's Raining Men,0,FALSE,2001,0.62,62,0.637,0.929,0.0447,0.063,0.318,0.604,pop
Boys Like Girls,The Great Escape,0,FALSE,2007,0.62,62,0.423,0.94,0.0635,0.00166,0.178,0.505,pop
Calvin Harris,We'll Be Coming Back (feat. Example),0,FALSE,2012,0.62,62,0.596,0.952,0.0873,0.00131,0.598,0.571,"hip hop, pop, Dance/Electronic"
Calvin Harris,Bounce (feat. Kelis) - Radio Edit,0,FALSE,2012,0.62,62,0.779,0.963,0.0399,0.0334,0.664,0.759,"hip hop, pop, Dance/Electronic"
Britney Spears,Everytime,0,FALSE,2003,0.63,63,0.398,0.284,0.0337,0.966,0.116,0.114,pop
Destiny's Child,Soldier (feat. T.I. & Lil' Wayne),0,FALSE,2004,0.63,63,0.878,0.417,0.361,0.0444,0.0833,0.904,"pop, R&B"
Alexandra Burke,Hallelujah,0,FALSE,2009,0.63,63,0.177,0.425,0.0291,0.654,0.195,0.0942,pop
D4L,Laffy Taffy,1,TRUE,2005,0.63,63,0.891,0.439,0.428,0.0351,0.0932,0.622,"hip hop, pop"
D4L,Laffy Taffy,1,TRUE,2005,0.63,63,0.891,0.439,0.428,0.0351,0.0932,0.622,"hip hop, pop"
Drake,Pop Style,1,TRUE,2016,0.63,63,0.713,0.462,0.123,0.192,0.105,0.0594,"hip hop, pop, R&B"
Beyoncé,Naughty Girl,0,FALSE,2003,0.63,63,0.735,0.466,0.0857,0.239,0.102,0.643,"pop, R&B"
E-40,U and Dat (feat. T. Pain & Kandi Girl),1,TRUE,2006,0.63,63,0.858,0.484,0.277,0.0241,0.123,0.329,"hip hop, pop"
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,1,TRUE,2012,0.63,63,0.716,0.485,0.404,0.123,0.604,0.26,hip hop
Beyoncé,Baby Boy (feat. Sean Paul),0,FALSE,2003,0.63,63,0.655,0.488,0.22,0.0825,0.221,0.791,"pop, R&B"
Ludacris,How Low,1,TRUE,2010,0.63,63,0.785,0.498,0.0533,0.00248,0.224,0.418,"hip hop, pop"
Hilltop Hoods,1955,0,FALSE,2016,0.63,63,0.766,0.5,0.0695,0.719,0.304,0.71,"hip hop, pop"
112,Peaches & Cream,0,FALSE,2001,0.63,63,0.677,0.52,0.334,0.00277,0.0532,0.768,"hip hop, pop, R&B"
Pretty Ricky,Grind With Me,1,TRUE,2005,0.63,63,0.7,0.538,0.045,0.000204,0.105,0.189,"hip hop, pop, R&B"
Donell Jones,"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",1,TRUE,1999,0.63,63,0.854,0.543,0.0844,0.0402,0.0419,0.868,"pop, R&B"
Justin Bieber,Boyfriend,0,FALSE,2012,0.63,63,0.717,0.55,0.0519,0.0358,0.126,0.331,pop
Chris Brown,Gimme That,0,FALSE,2005,0.63,63,0.678,0.572,0.0466,0.00374,0.118,0.444,"hip hop, pop, R&B"
KALEO,Way down We Go,0,FALSE,2015,0.63,63,0.59,0.578,0.0528,0.612,0.0837,0.264,"rock, classical"
Coldplay,Violet Hill,0,FALSE,2008,0.63,63,0.33,0.58,0.0374,0.0614,0.115,0.11,"rock, pop"
Fergie,Fergalicious,1,TRUE,2006,0.63,63,0.906,0.584,0.316,0.0576,0.128,0.831,"pop, R&B"
Backstreet Boys,Incomplete,0,FALSE,2005,0.63,63,0.437,0.589,0.0331,0.231,0.0768,0.165,pop
Pitbull,Hotel Room Service,0,FALSE,2009,0.63,63,0.849,0.599,0.227,0.00301,0.0763,0.761,"hip hop, pop, latin"
Lady A,Just A Kiss,0,FALSE,2011,0.63,63,0.593,0.639,0.0307,0.446,0.0998,0.332,"pop, country"
S Club 7,Don't Stop Movin',0,FALSE,2001,0.63,63,0.822,0.672,0.0329,0.0285,0.213,0.91,pop
Swedish House Mafia,One (Your Name) - Radio Edit,0,FALSE,2010,0.63,63,0.733,0.673,0.0333,0.0132,0.16,0.636,"pop, Dance/Electronic"
Cascada,Evacuate The Dancefloor,0,FALSE,2009,0.63,63,0.762,0.702,0.0432,0.0167,0.314,0.898,"hip hop, pop, Dance/Electronic"
Diddy,I Need a Girl (Pt. 1) [feat. Usher & Loon],0,FALSE,2005,0.63,63,0.66,0.707,0.208,0.397,0.211,0.761,"hip hop, pop"
The Chemical Brothers,Galvanize,0,FALSE,2005,0.63,63,0.745,0.714,0.0751,0.0141,0.363,0.365,Dance/Electronic
Kelis,Trick Me,1,TRUE,2003,0.63,63,0.97,0.72,0.149,0.0369,0.326,0.962,"pop, R&B, Dance/Electronic"
Blue,All Rise,0,FALSE,2001,0.63,63,0.721,0.737,0.0324,0.121,0.165,0.931,pop
Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,0,FALSE,2014,0.63,63,0.596,0.738,0.0411,0.109,0.0947,0.461,"hip hop, pop, Dance/Electronic"
Christina Aguilera,Ain't No Other Man,0,FALSE,2006,0.63,63,0.862,0.742,0.222,0.00376,0.103,0.511,pop
Kent Jones,Don't Mind,1,TRUE,2016,0.63,63,0.464,0.771,0.336,0.0235,0.063,0.69,hip hop
6ix9ine,GUMMO,1,TRUE,2018,0.63,63,0.66,0.775,0.172,0.0553,0.129,0.635,hip hop
G-Eazy,Good Life (with G-Eazy & Kehlani),0,FALSE,2017,0.63,63,0.572,0.778,0.233,0.00638,0.0563,0.54,"hip hop, pop"
Matchbox Twenty,Unwell,0,FALSE,2002,0.63,63,0.256,0.788,0.0403,0.0298,0.707,0.429,"pop, rock"
Joel Corry,Sorry,0,FALSE,2019,0.63,63,0.744,0.79,0.0562,0.0547,0.32,0.847,"pop, Dance/Electronic"
Ellie Goulding,Lights - Single Version,0,FALSE,2010,0.63,63,0.682,0.795,0.0367,0.0297,0.131,0.78,"pop, rock, Dance/Electronic"
Rita Ora,Anywhere,0,FALSE,2017,0.63,63,0.628,0.797,0.0596,0.0364,0.104,0.321,"hip hop, pop, Dance/Electronic"
Wiz Khalifa,Roll Up,1,TRUE,2011,0.63,63,0.523,0.805,0.192,0.0524,0.0914,0.602,"hip hop, pop"
Amy Winehouse,You Know I'm No Good,0,FALSE,2006,0.63,63,0.705,0.806,0.0309,0.0132,0.0701,0.734,R&B
Jason Derulo,Don't Wanna Go Home,0,FALSE,2011,0.63,63,0.671,0.808,0.0652,0.02,0.134,0.637,"hip hop, pop"
Wayne Wonder,No Letting Go,0,FALSE,2003,0.63,63,0.496,0.819,0.0444,0.0479,0.177,0.317,"hip hop, R&B"
Ed Sheeran,Antisocial (with Travis Scott),0,FALSE,2019,0.63,63,0.716,0.823,0.0495,0.132,0.361,0.91,pop
Example,Kickstarts,0,FALSE,2010,0.63,63,0.61,0.836,0.0573,0.00374,0.358,0.657,"pop, Dance/Electronic"
Ella Henderson,Ghost,0,FALSE,2014,0.63,63,0.68,0.84,0.0414,0.0457,0.143,0.468,"pop, Dance/Electronic"
Carrie Underwood,Blown Away,0,FALSE,2012,0.63,63,0.531,0.843,0.0429,0.0909,0.0283,0.392,"pop, country"
