Artist,Song,Explicit,Explicit_f,Year,Popularity,Popularity_f,Danceability,Energy,Speechiness,Acousticness,Liveness,Valence,Genre
September,Cry for You,0,FALSE,2007,0.65,65,0.767,0.881,0.0301,0.00133,0.0551,0.961,"pop, Dance/Electronic"
Evanescence,Call Me When You're Sober,0,FALSE,2006,0.65,65,0.45,0.883,0.0524,0.00193,0.293,0.328,metal
Baha Men,Who Let The Dogs Out,0,FALSE,2000,0.65,65,0.869,0.887,0.0993,0.0605,0.148,0.784,R&B
Sofía Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",0,FALSE,2018,0.65,65,0.792,0.895,0.0589,0.165,0.0501,0.794,"pop, latin"
Nickelback,When We Stand Together,0,FALSE,2011,0.65,65,0.446,0.9,0.0489,0.000102,0.0404,0.88,"rock, metal"
Sean Kingston,Take You There,0,FALSE,2008,0.65,65,0.752,0.921,0.0696,0.0182,0.256,0.634,"hip hop, pop, R&B"
Agnes,Release Me,0,FALSE,2009,0.65,65,0.621,0.923,0.0321,0.00645,0.108,0.716,"pop, Dance/Electronic"
*NSYNC,Bye Bye Bye,0,FALSE,2000,0.65,65,0.614,0.928,0.0516,0.0408,0.0845,0.879,pop
B.o.B,Magic (feat. Rivers Cuomo),0,FALSE,2010,0.65,65,0.549,0.932,0.343,0.0127,0.347,0.787,"hip hop, pop"
Janet Jackson,All For You,0,FALSE,2001,0.65,65,0.753,0.934,0.0736,0.0174,0.128,0.73,"pop, R&B"
A.R. Rahman,Jai Ho! (You Are My Destiny),0,FALSE,2009,0.65,65,0.657,0.941,0.061,0.0476,0.0797,0.879,set()
Akon,Beautiful,0,FALSE,2008,0.65,65,0.74,0.945,0.0889,0.123,0.112,0.629,pop
OneRepublic,All The Right Moves,0,FALSE,2009,0.65,65,0.529,0.948,0.0474,0.258,0.283,0.65,pop
The All-American Rejects,Dirty Little Secret,0,FALSE,2005,0.65,65,0.469,0.955,0.0432,0.000343,0.548,0.462,"rock, pop"
The All-American Rejects,Dirty Little Secret,0,FALSE,2005,0.65,65,0.469,0.955,0.0432,0.000343,0.548,0.462,"rock, pop"
Lasgo,Something,0,FALSE,2001,0.65,65,0.643,0.981,0.0439,0.0271,0.11,0.38,pop
Basshunter,All I Ever Wanted - Radio Edit,0,FALSE,2008,0.65,65,0.645,0.984,0.0508,0.164,0.164,0.553,pop
Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",0,FALSE,2015,0.66,66,0.261,0.302,0.0339,0.769,0.0863,0.0883,pop
Cali Swag District,Teach Me How to Dougie,1,TRUE,2011,0.66,66,0.846,0.438,0.141,0.2,0.0939,0.512,"hip hop, pop"
Mariah Carey,Obsessed,0,FALSE,2009,0.66,66,0.742,0.468,0.0625,0.0465,0.826,0.369,"pop, R&B"
Faith Hill,Breathe,0,FALSE,1999,0.66,66,0.529,0.496,0.029,0.173,0.251,0.278,"pop, country"
Lil Jon & The East Side Boyz,Lovers And Friends,1,TRUE,2004,0.66,66,0.675,0.501,0.22,0.0541,0.429,0.532,"hip hop, pop"
Mario Winans,I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,0,FALSE,2016,0.66,66,0.833,0.515,0.0462,0.347,0.116,0.4,pop
Beyoncé,If I Were a Boy,0,FALSE,2008,0.66,66,0.632,0.518,0.0313,0.107,0.354,0.427,"pop, R&B"
Natalie La Rose,Somebody,0,FALSE,2014,0.66,66,0.83,0.52,0.0376,0.000792,0.0656,0.735,set()
Kanye West,Love Lockdown,0,FALSE,2008,0.66,66,0.76,0.524,0.0323,0.0542,0.112,0.112,hip hop
Kanye West,Love Lockdown,0,FALSE,2008,0.66,66,0.76,0.524,0.0323,0.0542,0.112,0.112,hip hop
Britney Spears,I Wanna Go,0,FALSE,2011,0.66,66,0.696,0.546,0.0414,0.00379,0.332,0.787,pop
Plies,Hypnotized (feat. Akon),1,TRUE,2007,0.66,66,0.84,0.571,0.0797,0.16,0.406,0.617,"hip hop, pop, R&B"
Yung Joc,It's Goin' Down (feat. Nitti),1,TRUE,2006,0.66,66,0.888,0.577,0.0612,0.0986,0.131,0.609,"hip hop, pop"
Jennifer Lopez,I'm Real (feat. Ja Rule) - Murder Remix,1,TRUE,2001,0.66,66,0.708,0.587,0.151,0.273,0.0718,0.554,"hip hop, pop, R&B"
Justin Timberlake,Summer Love,0,FALSE,2006,0.66,66,0.606,0.591,0.087,0.0756,0.328,0.477,pop
Outkast,The Way You Move (feat. Sleepy Brown),1,TRUE,2003,0.66,66,0.871,0.597,0.0464,0.126,0.0638,0.635,"hip hop, pop"
Outkast,The Way You Move (feat. Sleepy Brown),1,TRUE,2003,0.66,66,0.871,0.597,0.0464,0.126,0.0638,0.635,"hip hop, pop"
Bow Wow,Like You (feat. Ciara),0,FALSE,2005,0.66,66,0.714,0.6,0.0876,0.0465,0.0646,0.504,"hip hop, pop, R&B"
Santana,Maria Maria (feat. The Product G&B),0,FALSE,1999,0.66,66,0.777,0.601,0.126,0.0406,0.0348,0.68,"rock, blues, latin"
Nicki Minaj,Anaconda,1,TRUE,2014,0.66,66,0.964,0.605,0.179,0.0668,0.214,0.646,"hip hop, pop"
Jason Derulo,Wiggle (feat. Snoop Dogg),0,FALSE,2013,0.66,66,0.697,0.621,0.25,0.0802,0.162,0.721,"hip hop, pop"
MØ,Final Song,0,FALSE,2016,0.66,66,0.695,0.672,0.0345,0.014,0.0756,0.245,"pop, Dance/Electronic"
Maroon 5,Daylight,0,FALSE,2012,0.66,66,0.656,0.674,0.0269,0.00242,0.255,0.369,pop
Lana Del Rey,Ride,1,TRUE,2012,0.66,66,0.373,0.686,0.034,0.128,0.383,0.189,pop
Coldplay,Princess of China,0,FALSE,2011,0.66,66,0.42,0.69,0.0347,0.00385,0.287,0.237,"rock, pop"
Benny Benassi,Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,0,FALSE,2003,0.66,66,0.793,0.698,0.104,0.163,0.0745,0.339,"pop, Dance/Electronic"
Sugababes,About You Now,0,FALSE,2007,0.66,66,0.584,0.699,0.0378,6.52E-05,0.486,0.585,"pop, R&B"
Atomic Kitten,Whole Again,0,FALSE,2001,0.66,66,0.747,0.706,0.0413,0.0844,0.174,0.567,pop
Rudimental,Waiting All Night (feat. Ella Eyre),0,FALSE,2013,0.66,66,0.544,0.728,0.05,0.00264,0.427,0.281,"pop, Dance/Electronic"
Tove Lo,Talking Body,1,TRUE,2014,0.66,66,0.736,0.761,0.0338,0.0966,0.0823,0.114,"pop, Dance/Electronic"
Tove Lo,Talking Body,1,TRUE,2014,0.66,66,0.736,0.761,0.0338,0.0966,0.0823,0.114,"pop, Dance/Electronic"
Ed Sheeran,Take Me Back to London (feat. Stormzy),1,TRUE,2019,0.66,66,0.885,0.762,0.216,0.219,0.162,0.605,pop
Kevin Rudolf,Let It Rock,1,TRUE,2008,0.66,66,0.607,0.783,0.0397,0.000683,0.0678,0.434,"hip hop, pop"
Edward Maya,Stereo Love - Radio Edit,0,FALSE,2010,0.66,66,0.799,0.783,0.0322,0.0346,0.0757,0.586,pop
Edward Maya,Stereo Love - Radio Edit,0,FALSE,2010,0.66,66,0.799,0.783,0.0322,0.0346,0.0757,0.586,pop
Rihanna,What's My Name?,0,FALSE,2010,0.66,66,0.692,0.786,0.069,0.23,0.0797,0.583,"hip hop, pop, R&B"
Rihanna,What's My Name?,0,FALSE,2010,0.66,66,0.692,0.786,0.069,0.23,0.0797,0.583,"hip hop, pop, R&B"
Christina Aguilera,Candyman,0,FALSE,2006,0.66,66,0.686,0.789,0.23,0.0125,0.142,0.72,pop
Twista,Overnight Celebrity,1,TRUE,2004,0.66,66,0.828,0.792,0.179,0.182,0.281,0.777,"hip hop, pop, R&B"
Enrique Iglesias,Bailando - Spanish Version,0,FALSE,2014,0.66,66,0.718,0.792,0.105,0.0467,0.0399,0.96,"pop, latin"
Alessia Cara,Here,0,FALSE,2016,0.66,66,0.376,0.822,0.104,0.0783,0.0841,0.327,"pop, R&B"
Jason Derulo,Ridin' Solo,0,FALSE,2010,0.66,66,0.442,0.83,0.146,0.128,0.129,0.578,"hip hop, pop"
Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,1,TRUE,2018,0.66,66,0.713,0.831,0.15,0.0168,0.118,0.584,"hip hop, pop"
Armin van Buuren,This Is What It Feels Like,0,FALSE,2013,0.66,66,0.551,0.833,0.03,0.0391,0.0632,0.145,"pop, Dance/Electronic"
Chad Kroeger,Hero (feat. Josey Scott),0,FALSE,2003,0.66,66,0.427,0.843,0.0364,0.00216,0.179,0.304,metal
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],0,FALSE,2012,0.66,66,0.492,0.857,0.0655,0.0841,0.344,0.393,"hip hop, pop, Dance/Electronic"
Usher,Scream,0,FALSE,2012,0.66,66,0.616,0.862,0.0973,0.00117,0.179,0.569,"hip hop, pop, R&B"
One Direction,One Way or Another (Teenage Kicks),0,FALSE,2013,0.66,66,0.489,0.867,0.071,0.025,0.586,0.409,pop
Eminem,Berzerk,1,TRUE,2013,0.66,66,0.739,0.872,0.333,0.0217,0.26,0.684,hip hop
Calvin Harris,Let's Go (feat. Ne-Yo),0,FALSE,2012,0.66,66,0.71,0.882,0.0595,0.00777,0.294,0.875,"hip hop, pop, Dance/Electronic"
Deorro,Five More Hours,0,FALSE,2015,0.66,66,0.699,0.883,0.219,0.0288,0.817,0.499,"pop, Dance/Electronic"
Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,0,FALSE,2014,0.66,66,0.76,0.886,0.0258,0.0219,0.623,0.78,"pop, rock"
Nickelback,If Today Was Your Last Day,0,FALSE,2008,0.66,66,0.485,0.911,0.0355,8.67E-05,0.092,0.568,"rock, metal"
Las Ketchup,The Ketchup Song (Aserejé) - Spanglish Version,0,FALSE,2002,0.66,66,0.607,0.923,0.0948,0.0193,0.0924,0.868,set()
Sigala,Easy Love,0,FALSE,2018,0.66,66,0.68,0.942,0.0631,0.175,0.117,0.647,"pop, Dance/Electronic"
Toni Braxton,He Wasn't Man Enough,0,FALSE,2000,0.66,66,0.739,0.947,0.0411,0.00916,0.326,0.766,"pop, R&B"
James Blunt,Goodbye My Lover,0,FALSE,2005,0.67,67,0.432,0.261,0.0512,0.953,0.0903,0.273,pop
Pharrell Williams,Frontin' (feat. Jay-Z) - Club Mix,1,TRUE,2003,0.67,67,0.894,0.404,0.13,0.453,0.0801,0.759,"hip hop, pop"
Yo Gotti,Rake It Up (feat. Nicki Minaj),1,TRUE,2017,0.67,67,0.91,0.444,0.344,0.022,0.137,0.53,"hip hop, pop"
Lana Del Rey,High By The Beach,1,TRUE,2015,0.67,67,0.536,0.486,0.0346,0.244,0.12,0.0968,pop
The Fray,Never Say Never,0,FALSE,2009,0.67,67,0.23,0.492,0.0317,0.568,0.176,0.262,pop
Ne-Yo,Sexy Love,0,FALSE,2006,0.67,67,0.693,0.516,0.0413,0.297,0.0604,0.494,"pop, R&B"
Jeremih,Birthday Sex,0,FALSE,2009,0.67,67,0.677,0.523,0.0439,0.295,0.15,0.446,"hip hop, pop, R&B"
Fabolous,Into You (feat. Tamia),1,TRUE,2003,0.67,67,0.546,0.538,0.0523,0.233,0.118,0.58,"hip hop, pop, R&B"
The Pussycat Dolls,Stickwitu,0,FALSE,2005,0.67,67,0.548,0.554,0.0587,0.283,0.0708,0.382,"pop, R&B"
The Pussycat Dolls,Stickwitu,0,FALSE,2005,0.67,67,0.548,0.554,0.0587,0.283,0.0708,0.382,"pop, R&B"
Razorlight,America,0,FALSE,2006,0.67,67,0.447,0.568,0.0305,0.295,0.355,0.149,"rock, pop"
Jonas Blue,Fast Car,0,FALSE,2015,0.67,67,0.644,0.57,0.052,0.484,0.299,0.527,"pop, Dance/Electronic"
EO,German,0,FALSE,2018,0.67,67,0.862,0.583,0.0654,0.811,0.191,0.852,set()
Beyoncé,Single Ladies (Put a Ring on It),0,FALSE,2008,0.67,67,0.426,0.584,0.296,0.0383,0.188,0.272,"pop, R&B"
Justin Timberlake,Suit & Tie (feat. Jay-Z),1,TRUE,2013,0.67,67,0.795,0.596,0.219,0.103,0.164,0.357,pop
Beyoncé,Sorry,1,TRUE,2016,0.67,67,0.775,0.598,0.0535,0.00175,0.253,0.356,"pop, R&B"
Chris Brown,New Flame (feat. Usher & Rick Ross),1,TRUE,2014,0.67,67,0.702,0.629,0.041,0.0506,0.0963,0.446,"hip hop, pop, R&B"
Charlie Puth,Done for Me (feat. Kehlani),0,FALSE,2018,0.67,67,0.856,0.632,0.074,0.193,0.0688,0.697,pop
Eminem,Just Lose It,1,TRUE,2004,0.67,67,0.94,0.633,0.0467,0.0581,0.281,0.962,hip hop
Ciara,Goodies (feat. Petey Pablo),0,FALSE,2004,0.67,67,0.826,0.647,0.0491,0.0277,0.298,0.872,"pop, R&B"
David Guetta,2U (feat. Justin Bieber),0,FALSE,2017,0.67,67,0.548,0.65,0.0591,0.219,0.225,0.557,"hip hop, pop, Dance/Electronic"
Jagged Edge,Where the Party At (feat. Nelly),0,FALSE,2001,0.67,67,0.596,0.661,0.226,0.31,0.0847,0.86,"hip hop, pop, R&B"
David Archuleta,Crush,0,FALSE,2008,0.67,67,0.57,0.664,0.0322,0.00836,0.0719,0.487,pop
Kevin Lyttle,Turn Me On,0,FALSE,2004,0.67,67,0.677,0.682,0.0361,0.0405,0.0351,0.875,hip hop
Black Eyed Peas,My Humps,0,FALSE,2005,0.67,67,0.802,0.682,0.222,0.111,0.109,0.586,"hip hop, pop"
Leona Lewis,Better in Time,0,FALSE,2007,0.67,67,0.584,0.7,0.0506,0.512,0.13,0.549,"pop, R&B"
Rihanna,Te Amo,1,TRUE,2009,0.67,67,0.567,0.707,0.0818,0.541,0.1,0.751,"hip hop, pop, R&B"
Nina Sky,Move Ya Body,0,FALSE,2004,0.67,67,0.87,0.712,0.0432,0.0202,0.0576,0.877,"pop, R&B"
Iggy Azalea,Black Widow,1,TRUE,2014,0.67,67,0.743,0.72,0.124,0.192,0.109,0.519,"hip hop, pop"
Desiigner,Tiimmy Turner,1,TRUE,2016,0.67,67,0.603,0.725,0.0393,0.174,0.0786,0.304,"hip hop, pop"
Kendrick Lamar,m.A.A.d city,1,TRUE,2012,0.67,67,0.487,0.729,0.271,0.0538,0.44,0.217,hip hop
Snoop Dogg,Beautiful,1,TRUE,2005,0.67,67,0.893,0.74,0.132,0.299,0.0881,0.963,"hip hop, pop"
Rag'n'Bone Man,Skin,0,FALSE,2017,0.67,67,0.564,0.745,0.31,0.265,0.147,0.351,R&B
Lil Jon,Snap Yo Fingers,0,FALSE,2006,0.67,67,0.835,0.757,0.23,0.00647,0.29,0.626,"hip hop, pop"
DJ Khaled,No Brainer,1,TRUE,2018,0.67,67,0.552,0.76,0.342,0.0733,0.0865,0.639,"hip hop, pop"
Duke Dumont,I Got U,0,FALSE,2014,0.67,67,0.636,0.761,0.035,0.00377,0.0851,0.463,"pop, Dance/Electronic"
Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",0,FALSE,2015,0.67,67,0.854,0.766,0.141,0.0242,0.0793,0.784,"hip hop, pop"
Cam’ron,Oh Boy,1,TRUE,2002,0.67,67,0.754,0.767,0.145,0.0216,0.172,0.828,"hip hop, pop"
3 Doors Down,When I'm Gone,0,FALSE,2002,0.67,67,0.53,0.768,0.0284,0.00385,0.103,0.374,"pop, rock, metal"
Eminem,Like Toy Soldiers,1,TRUE,2004,0.67,67,0.52,0.768,0.359,0.0193,0.104,0.398,hip hop
Lady Gaga,The Edge Of Glory,0,FALSE,2011,0.67,67,0.583,0.768,0.041,0.000323,0.109,0.357,pop
50 Cent,Ayo Technology,1,TRUE,2007,0.67,67,0.63,0.782,0.132,0.0828,0.034,0.418,"hip hop, pop"
Zara Larsson,Ain't My Fault,0,FALSE,2017,0.67,67,0.576,0.782,0.0296,0.00778,0.285,0.355,"pop, Dance/Electronic"
Lady Gaga,Alejandro,0,FALSE,2009,0.67,67,0.623,0.793,0.0462,0.000397,0.375,0.36,pop
Shinedown,Second Chance,0,FALSE,2008,0.67,67,0.46,0.796,0.0333,0.00107,0.106,0.182,"rock, metal"
Sia,Cheap Thrills (feat. Sean Paul),0,FALSE,2016,0.67,67,0.592,0.8,0.215,0.0561,0.0775,0.728,pop
Maroon 5,Misery,0,FALSE,2010,0.67,67,0.703,0.81,0.0424,0.000315,0.216,0.726,pop
Missy Elliott,Lose Control (feat. Ciara & Fat Man Scoop),1,TRUE,2005,0.67,67,0.904,0.813,0.121,0.0311,0.0471,0.81,"hip hop, pop, R&B"
Jennifer Lopez,Love Don't Cost a Thing,0,FALSE,2001,0.67,67,0.786,0.842,0.0707,0.00305,0.473,0.685,"hip hop, pop, R&B"
LMFAO,Sexy And I Know It,0,FALSE,2011,0.67,67,0.707,0.861,0.316,0.1,0.191,0.795,"hip hop, pop, Dance/Electronic"
LMFAO,Sexy And I Know It,0,FALSE,2011,0.67,67,0.707,0.861,0.316,0.1,0.191,0.795,"hip hop, pop, Dance/Electronic"
Toby Keith,As Good As I Once Was,0,FALSE,2005,0.67,67,0.68,0.87,0.0393,0.266,0.109,0.646,country
Keri Hilson,Pretty Girl Rock,0,FALSE,2010,0.67,67,0.666,0.87,0.246,0.203,0.0851,0.9,"pop, R&B"
Justin Bieber,As Long As You Love Me,0,FALSE,2012,0.67,67,0.571,0.873,0.1,0.0811,0.361,0.613,pop
Nickelback,Photograph,0,FALSE,2005,0.67,67,0.515,0.876,0.0292,0.000932,0.136,0.385,"rock, metal"
Oliver Heldens,Gecko (Overdrive) - Radio Edit,0,FALSE,2014,0.67,67,0.609,0.885,0.0642,0.00521,0.336,0.76,"pop, Dance/Electronic"
Usher,More - RedOne Jimmy Joker Remix,0,FALSE,2010,0.67,67,0.551,0.893,0.0543,0.00166,0.348,0.794,"hip hop, pop, R&B"
Cher Lloyd,Want U Back,0,FALSE,2011,0.67,67,0.696,0.893,0.076,0.0662,0.473,0.573,"pop, Dance/Electronic"
Junior Senior,Move Your Feet,0,FALSE,2002,0.67,67,0.747,0.904,0.0803,0.046,0.203,0.846,pop
Crazy Frog,Axel F,0,FALSE,2005,0.67,67,0.86,0.907,0.0407,0.279,0.0648,0.786,pop
Terror Squad,Lean Back,1,TRUE,2004,0.67,67,0.783,0.916,0.415,0.11,0.0746,0.695,hip hop
Galantis,No Money,0,FALSE,2016,0.67,67,0.671,0.916,0.0397,0.0282,0.24,0.803,"pop, Dance/Electronic"
Christina Aguilera,Fighter,0,FALSE,2002,0.67,67,0.435,0.92,0.201,0.235,0.552,0.45,pop
Kaiser Chiefs,Ruby,0,FALSE,2007,0.67,67,0.451,0.939,0.0512,0.00673,0.0774,0.448,rock
Metro Station,Shake It,0,FALSE,2007,0.67,67,0.618,0.955,0.0798,0.00221,0.486,0.79,"pop, rock"
Arctic Monkeys,Brianstorm,0,FALSE,2007,0.67,67,0.42,0.974,0.191,8.15E-05,0.0871,0.463,rock
Afroman,Because I Got High,1,TRUE,2001,0.68,68,0.802,0.341,0.488,0.169,0.0783,0.849,hip hop
YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",1,TRUE,2018,0.68,68,0.745,0.346,0.331,0.00552,0.0881,0.112,"hip hop, pop"
Birdy,Let It All Go,0,FALSE,2015,0.68,68,0.383,0.43,0.0302,0.817,0.0869,0.174,pop
Mumford & Sons,Little Lion Man,1,TRUE,2009,0.68,68,0.517,0.492,0.0272,0.0275,0.0873,0.455,"Folk/Acoustic, rock, pop"
Kid Ink,Show Me (feat. Chris Brown),1,TRUE,2014,0.68,68,0.711,0.508,0.0502,0.0355,0.141,0.663,"hip hop, pop"
Klangkarussell,Sonnentanz - Sun Don't Shine,0,FALSE,2014,0.68,68,0.579,0.549,0.0909,0.104,0.0964,0.155,"pop, Dance/Electronic"
Drake,I'm Upset,1,TRUE,2018,0.68,68,0.899,0.586,0.343,0.279,0.0836,0.492,"hip hop, pop, R&B"
Westlife,My Love,0,FALSE,2000,0.68,68,0.491,0.593,0.0255,0.098,0.257,0.328,pop
Timbaland,If We Ever Meet Again (Featuring Katy Perry),0,FALSE,2009,0.68,68,0.652,0.605,0.0393,0.00481,0.0605,0.394,"hip hop, pop, R&B"
will.i.am,#thatPOWER,0,FALSE,2013,0.68,68,0.797,0.608,0.0584,0.00112,0.0748,0.402,"hip hop, pop"
Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),0,FALSE,2018,0.68,68,0.783,0.61,0.0696,0.343,0.0983,0.418,pop
2Pac,Ghetto Gospel,1,TRUE,2004,0.68,68,0.794,0.614,0.0467,0.0964,0.0788,0.663,hip hop
Offset,Clout (feat. Cardi B),1,TRUE,2019,0.68,68,0.919,0.622,0.0997,0.228,0.122,0.424,"hip hop, pop"
Backstreet Boys,Show Me the Meaning of Being Lonely,0,FALSE,1999,0.68,68,0.63,0.625,0.0252,0.231,0.0765,0.683,pop
The Notorious B.I.G.,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",1,TRUE,2005,0.68,68,0.833,0.628,0.141,0.0949,0.282,0.645,hip hop
D12,Purple Pills,1,TRUE,2001,0.68,68,0.78,0.634,0.16,0.0199,0.29,0.754,"hip hop, pop, rock"
Lil Wayne,Love Me,1,TRUE,2013,0.68,68,0.669,0.634,0.0327,0.0125,0.0946,0.496,"hip hop, pop"
Lily Allen,Smile,1,TRUE,2006,0.68,68,0.632,0.639,0.0259,0.00143,0.221,0.733,pop
Chris Brown,Kiss Kiss (feat. T-Pain),0,FALSE,2007,0.68,68,0.729,0.658,0.225,0.0506,0.0693,0.551,"hip hop, pop, R&B"
Chris Brown,Kiss Kiss (feat. T-Pain),0,FALSE,2007,0.68,68,0.729,0.658,0.225,0.0506,0.0693,0.551,"hip hop, pop, R&B"
Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),1,TRUE,2015,0.68,68,0.589,0.658,0.203,0.0242,0.118,0.251,"hip hop, pop"
Nelly,Country Grammar (Hot Shit),1,TRUE,2000,0.68,68,0.865,0.664,0.108,0.00689,0.142,0.565,"hip hop, pop, R&B"
Sean Paul,I'm Still in Love with You (feat. Sasha),0,FALSE,2002,0.68,68,0.765,0.666,0.172,0.102,0.116,0.756,"hip hop, pop"
Cheat Codes,No Promises (feat. Demi Lovato),0,FALSE,2017,0.68,68,0.741,0.667,0.134,0.0575,0.106,0.595,"pop, Dance/Electronic"
James Blunt,1973,0,FALSE,2007,0.68,68,0.72,0.668,0.0269,0.0652,0.0789,0.768,pop
Kesha,Take It Off,0,FALSE,2010,0.68,68,0.729,0.675,0.0286,4.14E-05,0.0867,0.74,"pop, Dance/Electronic"
Migos,Slippery (feat. Gucci Mane),1,TRUE,2017,0.68,68,0.92,0.675,0.263,0.307,0.104,0.749,"hip hop, pop"
Black Eyed Peas,Where Is The Love?,0,FALSE,2003,0.68,68,0.835,0.687,0.184,0.101,0.132,0.828,"hip hop, pop"
Shakira,She Wolf,0,FALSE,2009,0.68,68,0.865,0.69,0.0443,0.285,0.225,0.867,"pop, latin"
Bad Meets Evil,Lighters,1,TRUE,2011,0.68,68,0.676,0.695,0.245,0.352,0.119,0.144,"hip hop, pop"
P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",0,FALSE,2016,0.68,68,0.632,0.702,0.148,0.0114,0.108,0.523,pop
Avril Lavigne,When You're Gone,0,FALSE,2007,0.68,68,0.457,0.719,0.0323,0.191,0.228,0.168,pop
Ludacris,My Chick Bad,1,TRUE,2010,0.68,68,0.624,0.723,0.378,0.172,0.483,0.757,"hip hop, pop"
Ciara,Like a Boy,0,FALSE,2006,0.68,68,0.701,0.724,0.145,0.267,0.0867,0.425,"pop, R&B"
Sebastian Ingrosso,Reload - Radio Edit,0,FALSE,2013,0.68,68,0.485,0.724,0.0521,0.0736,0.0631,0.433,"pop, Dance/Electronic"
Sia,The Greatest (feat. Kendrick Lamar),0,FALSE,2016,0.68,68,0.668,0.725,0.266,0.0102,0.0561,0.729,pop
Taylor Swift,22,0,FALSE,2012,0.68,68,0.661,0.729,0.0376,0.00215,0.0477,0.668,pop
Snoop Dogg,Sweat - Remix,0,FALSE,2011,0.68,68,0.813,0.732,0.03,0.0597,0.0826,0.731,"hip hop, pop"
Chris Brown,Deuces (feat. Tyga & Kevin McCall),1,TRUE,2011,0.68,68,0.692,0.736,0.11,0.0324,0.0787,0.217,"hip hop, pop, R&B"
Eminem,When I'm Gone,1,TRUE,2005,0.68,68,0.618,0.746,0.352,0.0553,0.273,0.75,hip hop
Dizzee Rascal,Dance Wiv Me - Radio Edit,0,FALSE,2011,0.68,68,0.878,0.746,0.0451,0.0476,0.154,0.792,"hip hop, pop, Dance/Electronic"
T.I.,Dead And Gone,1,TRUE,2008,0.68,68,0.713,0.746,0.259,0.0402,0.601,0.47,"hip hop, pop"
Missy Elliott,Get Ur Freak On,1,TRUE,2001,0.68,68,0.797,0.75,0.247,0.533,0.095,0.74,"hip hop, pop, R&B"
Gwen Stefani,Rich Girl,0,FALSE,2004,0.68,68,0.856,0.754,0.0416,0.0294,0.206,0.722,"pop, R&B"
Busta Rhymes,I Know What You Want (feat. Flipmode Squad),1,TRUE,2002,0.68,68,0.648,0.759,0.306,0.0142,0.648,0.518,"hip hop, pop"
Busta Rhymes,I Know What You Want (feat. Flipmode Squad),1,TRUE,2002,0.68,68,0.648,0.759,0.306,0.0142,0.648,0.518,"hip hop, pop"
Robbie Williams,Rock DJ,0,FALSE,2000,0.68,68,0.708,0.772,0.0322,0.0267,0.467,0.861,"pop, rock"
Kelis,Milkshake,0,FALSE,2003,0.68,68,0.881,0.774,0.0439,0.00986,0.206,0.759,"pop, R&B, Dance/Electronic"
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,0,FALSE,2012,0.68,68,0.509,0.79,0.0374,0.332,0.316,0.638,"pop, Dance/Electronic"
Robbie Williams,Candy,0,FALSE,2012,0.68,68,0.715,0.791,0.0414,0.0368,0.0694,0.879,"pop, rock"
The Rasmus,In the Shadows,0,FALSE,2003,0.68,68,0.6,0.796,0.0275,0.000109,0.484,0.75,metal
Christina Aguilera,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",0,FALSE,2001,0.68,68,0.76,0.801,0.0534,0.0144,0.665,0.653,pop
Lenny Kravitz,Again,0,FALSE,2000,0.68,68,0.55,0.804,0.0271,0.0148,0.105,0.789,"rock, pop"
Linkin Park,New Divide,0,FALSE,2009,0.68,68,0.493,0.808,0.0362,0.000235,0.0983,0.38,"rock, metal"
The Fratellis,Chelsea Dagger,0,FALSE,2006,0.68,68,0.511,0.815,0.144,0.0491,0.0826,0.586,rock
The Pussycat Dolls,Buttons,0,FALSE,2005,0.68,68,0.565,0.817,0.27,0.152,0.247,0.477,"pop, R&B"
The Corrs,Breathless,0,FALSE,2000,0.68,68,0.607,0.82,0.0597,0.0541,0.269,0.768,"pop, Folk/Acoustic"
Lil Wayne,Right Above It,1,TRUE,2010,0.68,68,0.376,0.841,0.356,0.0435,0.578,0.463,"hip hop, pop"
Linkin Park,Breaking the Habit,0,FALSE,2003,0.68,68,0.579,0.849,0.0303,0.108,0.0909,0.581,"rock, metal"
Black Eyed Peas,Boom Boom Pow,1,TRUE,2009,0.68,68,0.867,0.857,0.0663,0.13,0.13,0.402,"hip hop, pop"
Nickelback,Someday,0,FALSE,2003,0.68,68,0.455,0.858,0.0391,0.000616,0.226,0.597,"rock, metal"
Fetty Wap,Trap Queen,1,TRUE,2015,0.68,68,0.746,0.873,0.128,0.0244,0.354,0.817,"hip hop, pop"
